Publication number,Family ID,Owner,title,Patenting date,Patent status,Impact score,Google link
US-8859143-B2,46381049,Nanotek Instruments Inc,Partially and fully surface-enabled metal ion-exchanging energy storage devices,1/3/2011,Active,0.990287741,https://patents.google.com/patent/US8859143B2
US-8859144-B2,50622656,Gm Global Technology Operations Llc,Multi-phase separated silicon based alloys as negative electrode material for lithium batteries,9/16/2011,Active,0.488666959,https://patents.google.com/patent/US8859144B2
US-8859310-B2,45348802,Versatilis Llc,Methods of fabricating optoelectronic devices using semiconductor-particle monolayers and devices made thereby,6/14/2010,Expired - Fee Related,0.370296819,https://patents.google.com/patent/US8859310B2
US-8859402-B2,49462832,Tsinghua University,Method for making epitaxial structure,4/25/2012,Active,0.466449207,https://patents.google.com/patent/US8859402B2
US-8859439-B1,51619895,Karlsruhe Institute Of Technology,Solution-assisted carbon nanotube placement with graphene electrodes,3/28/2013,Active,0.475459774,https://patents.google.com/patent/US8859439B1
US-8859458-B2,46127025,Korea Advanced Institute Of Science And Technology Kaist,Methods of preparing electrocatalysts for fuel cells in core-shell structure and electrocatalysts,11/30/2010,Active,0.837595603,https://patents.google.com/patent/US8859458B2
US-8859993-B2,49764960,Advantest Corp,Sample holder of electron beam exposure apparatus and electron beam exposure method using the same,8/15/2012,Active,0.4220986,https://patents.google.com/patent/US8859993B2
US-8861686-B2,46600622,Samsung Electronics Co Ltd,X-ray generating apparatus and x-ray imaging system having the same,2/9/2011,Active,0.596229332,https://patents.google.com/patent/US8861686B2
US-8864481-B2,46382668,Ube Industries Ltd,"Mold for casting polycrystalline silicon ingot, and silicon nitride powder for mold release material thereof, slurry containing silicon nitride powder for mold release layer thereof and mold release material for casting thereof",12/28/2010,Expired - Fee Related,0.320998107,https://patents.google.com/patent/US8864481B2
US-8865105-B2,50100173,National Cheng Kung University,Graphene and its growth,8/15/2012,Active,0.751040637,https://patents.google.com/patent/US8865105B2
US-8865118-B2,48572161,Chung Yuan Christian University,Continuous hydrogen production device and method thereof,12/8/2011,Active,0.361567564,https://patents.google.com/patent/US8865118B2
US-8865577-B2,49460572,Tsinghua University,Method for making epitaxial structure,4/25/2012,Active,0.538481962,https://patents.google.com/patent/US8865577B2
US-8869310-B2,44649867,Bruker Nano Inc,Low drift scanning probe microscope,3/19/2010,Active,0.560474416,https://patents.google.com/patent/US8869310B2
US-8871019-B2,48171063,King Abdulaziz City For Science And Technology Kacst,Composition for construction materials manufacturing and the method of its production,11/1/2011,Active,0.578410761,https://patents.google.com/patent/US8871019B2
US-8871150-B2,45021319,Soonchunhyang University Industry Academy Cooperation Foundation,Apparatus and method for supplying amine using thermal decomposition,6/1/2010,Active,0.325390079,https://patents.google.com/patent/US8871150B2
US-8871171-B2,44673889,Virginia Commonwealth University,Production of graphene and nanoparticle catalysts supported on graphene using microwave radiation,3/26/2010,Active,0.994495465,https://patents.google.com/patent/US8871171B2
US-8871174-B2,42501303,Solvay Sa,Method for the supply of fluorine,3/26/2010,Active,0.375906678,https://patents.google.com/patent/US8871174B2
US-8871293-B2,47292252,Shih Hua Technology Ltd,Method for making touch panel,6/9/2011,Active,0.469311641,https://patents.google.com/patent/US8871293B2
US-8871302-B2,49157897,National Tsing Hua University Nthu,Chemical vapor deposition of graphene on dielectrics,3/14/2012,Active,0.975364619,https://patents.google.com/patent/US8871302B2
US-8872615-B2,45004156,Institute Of Geological And Nuclear Sciences Ltd,Magnetic nanoclusters,5/28/2010,Active,0.315705161,https://patents.google.com/patent/US8872615B2
US-8874236-B2,45400279,Tsinghua University,Electronic pacemaker and pacemaker lead,7/5/2010,Active,0.265831464,https://patents.google.com/patent/US8874236B2
US-8877538-B2,48523374,Korea Advanced Institute Of Science And Technology Kaist,,12/5/2011,Active,0.741212473,https://patents.google.com/patent/US8877538B2
US-8877572-B2,48045348,Samsung Electronics Co Ltd,Graphene device manufacturing apparatus and graphene device manufacturing method using the apparatus,7/27/2012,Active,0.747977304,https://patents.google.com/patent/US8877572B2
US-8878120-B2,46233125,Stevens Institute Of Technology ,Active bandgap tuning of graphene for tunable photodetection applications,12/13/2010,Expired - Fee Related,0.887527696,https://patents.google.com/patent/US8878120B2
US-8878141-B2,48694094,Canon Inc,"Drawing apparatus, and method of manufacturing article",12/28/2011,Expired - Fee Related,0.425108025,https://patents.google.com/patent/US8878141B2
US-8879757-B2,50727971,Tsinghua University,Thermoacoustic device,11/20/2012,Active,0.62560499,https://patents.google.com/patent/US8879757B2
US-8882889-B2,45372069,Advanced Technology Materials Inc,Recovery of xe and other high value compounds,6/25/2010,Expired - Fee Related,0.570957292,https://patents.google.com/patent/US8882889B2
US-8883110-B2,44305446,Mitsubishi Materials Corp,Synthetic amorphous silica powder and method for producing same,1/7/2010,Expired - Fee Related,0.413241242,https://patents.google.com/patent/US8883110B2
US-8883653-B2,46527804,Screen Holdings Co Ltd,Substrate treatment method and substrate treatment apparatus,1/20/2011,Active,0.763964339,https://patents.google.com/patent/US8883653B2
US-8884251-B2,44310712,Element Six Ltd,Diamond tools,6/3/2010,Active,0.742449318,https://patents.google.com/patent/US8884251B2
US-8887720-B2,44814716,Geno Llc,Delivery of ultra pure nitric oxide (no),4/26/2010,Active,0.57722544,https://patents.google.com/patent/US8887720B2
US-8888408-B2,48610292,Mcalister Technologies Llc,"Systems and methods for collecting and processing permafrost gases, and for cooling permafrost",8/12/2011,Expired - Fee Related,0.51186582,https://patents.google.com/patent/US8888408B2
US-8889097-B2,46454312,Battelle Memorial Institute Inc,Combined on-board hydride slurry storage and reactor system and process for hydrogen-powered vehicles and devices,1/10/2011,Active,0.886548868,https://patents.google.com/patent/US8889097B2
US-8889342-B2,45527088,Brookhaven Science Associates Llc,Azide functionalized poly(3-hexylthiophene) and methods of forming same,7/30/2010,Expired - Fee Related,0.411747778,https://patents.google.com/patent/US8889342B2
US-8889836-B2,45348504,Dartmouth College,,6/15/2010,Active,0.558969745,https://patents.google.com/patent/US8889836B2
US-8891584-B2,42530021,Miluo Xinxiang Carbon Products Co Ltd,Shaft high temperature continuous graphitizing furnace,2/10/2010,Active,0.887210184,https://patents.google.com/patent/US8891584B2
US-8893649-B2,46162494,Canon Inc,Imprint apparatus and article manufacturing method,12/2/2010,Active,0.532205611,https://patents.google.com/patent/US8893649B2
US-8894406-B2,45890036,Samsung Electronics Co Ltd,Patterning mold and manufacturing method thereof,10/4/2010,Active,0.403582146,https://patents.google.com/patent/US8894406B2
US-8894766-B2,44677532,Wacker Chemie Ag,Process for production of polycrystalline silicon,9/1/2010,Active,0.388047762,https://patents.google.com/patent/US8894766B2
US-8894886-B1,51901735,Stc Unm,Reductive-expansion synthesis of graphene,3/5/2010,Active,0.663750724,https://patents.google.com/patent/US8894886B1
US-8894926-B2,47080254,Canon Marketing Japan Inc,Sterilization apparatus and sterilization method,10/6/2011,Active,0.593216398,https://patents.google.com/patent/US8894926B2
US-8895105-B2,46395706,University Of Dayton,Receptor-catalyst growth process for carbon nanotubes,6/13/2011,Active,0.832422115,https://patents.google.com/patent/US8895105B2
US-8895161-B2,47261906,Samsung Electronics Co Ltd,Ferromagnetic graphenes and spin valve devices including the same,6/1/2011,Active,0.557359158,https://patents.google.com/patent/US8895161B2
US-8895417-B2,47470501,International Business Machines Corp,Reducing contact resistance for field-effect transistor devices,11/29/2011,Active,0.756419266,https://patents.google.com/patent/US8895417B2
US-8895962-B2,45352936,Nanogram Corp,"Silicon/germanium nanoparticle inks, laser pyrolysis reactors for the synthesis of nanoparticles and associated methods",6/29/2010,Expired - Fee Related,0.490827449,https://patents.google.com/patent/US8895962B2
US-8900029-B2,49235618,Tsinghua University,Method for making carbon nanotube field emitter,3/29/2012,Active,0.4095487,https://patents.google.com/patent/US8900029B2
US-8900390-B2,47194959,Tsinghua University,Method for making graphene/carbon nanotube composite structure,5/27/2011,Active,0.957117599,https://patents.google.com/patent/US8900390B2
US-8900485-B2,49114417,Tsinghua University,"Carbon nanotube slurry, method for making the same, and method for making cathod emitter using the same",3/8/2012,Active,0.285075614,https://patents.google.com/patent/US8900485B2
US-8901012-B2,49003322,Toshiba Corp,Semiconductor manufacturing apparatus and method for manufacturing semiconductor device,2/27/2012,Active,0.600200772,https://patents.google.com/patent/US8901012B2
US-8901185-B2,42288600,Universite Claude Bernard Lyon 1 Ucbl,Hybrid organic-inorganic material constituted by a silica network having photochromic agents and optical power limiting agents as a doping agent in the material,4/12/2010,Active,0.369496451,https://patents.google.com/patent/US8901185B2
US-8904667-B2,45445834,Clariant Produkte Deutschland Gmbh,,12/22/2010,Expired - Fee Related,0.368161576,https://patents.google.com/patent/US8904667B2
US-8906133-B2,44243155,Outotec Oyj,Process and plant for cooling sulfuric acid,2/1/2010,Active,0.719568295,https://patents.google.com/patent/US8906133B2
US-8906137-B2,43921115,Koninklijke Philips Nv,Arrangement and method for separating oxygen,10/22/2010,Active,0.449925956,https://patents.google.com/patent/US8906137B2
US-8906453-B2,45852552,Memc Electronic Materials Spa,Tool for harvesting polycrystalline silicon-coated rods from a chemical vapor deposition reactor,3/18/2011,Active,0.543517152,https://patents.google.com/patent/US8906453B2
US-8906552-B2,44834663,Lg Chem Ltd,Lithium iron phosphate of olivine crystal structure and lithium secondary battery using the same,4/21/2010,Active,0.727205638,https://patents.google.com/patent/US8906552B2
US-8906772-B2,49325468,Uchicago Argonne Llc,,4/16/2012,Active,0.512014574,https://patents.google.com/patent/US8906772B2
US-8911701-B2,44549148,Arkema France Sa,Process for fabricating carbon nanotubes and apparatus for implementing the process,3/21/2011,Active,0.550559728,https://patents.google.com/patent/US8911701B2
US-8912083-B2,46576668,Nanogram Corp,Silicon substrates with doped surface contacts formed from doped silicon inks and corresponding processes,1/31/2011,Expired - Fee Related,0.639752182,https://patents.google.com/patent/US8912083B2
US-8914911-B2,49326367,University Of Illinois,Magnetic actuation and thermal cantilevers for temperature and frequency dependent atomic force microscopy,8/15/2011,Active,0.5265425,https://patents.google.com/patent/US8914911B2
US-8916053-B2,47910096,Toshiba Corp,Pattern forming method,9/26/2011,Expired - Fee Related,0.586238019,https://patents.google.com/patent/US8916053B2
US-8916454-B2,49194338,Tsinghua University,Method for making semiconducting single wall carbon nanotubes,3/21/2012,Active,0.441641495,https://patents.google.com/patent/US8916454B2
US-8916840-B2,49043027,Canon Inc,"Lithography apparatus, and article manufacturing method",2/21/2012,Expired - Fee Related,0.48848014,https://patents.google.com/patent/US8916840B2
US-8917079-B2,44712707,Seoul National University R And Db Foundation,Reference potential adjustment device and a measuring device equipped with the same,3/31/2010,Active,0.648248969,https://patents.google.com/patent/US8917079B2
US-8920614-B2,50929676,National Chung Shan Institute Of Science And Technology,Device designed for continuous production of graphene flakes by electrochemical method,12/18/2012,Active,0.800291276,https://patents.google.com/patent/US8920614B2
US-8920661-B2,47196283,Tsinghua University,Method for making graphene/carbon nanotube composite structure,5/27/2011,Active,0.892687037,https://patents.google.com/patent/US8920661B2
US-8920700-B1,52112432,University Of South Florida,Telescopic nanotube device for hot nanolithography,2/10/2010,Active,0.319442388,https://patents.google.com/patent/US8920700B1
US-8920739-B2,45924273,King Abdulaziz City For Science And Technology Kacst,Increased efficiency in the synthesis of carbon nanomaterial,10/6/2010,Active,0.333699883,https://patents.google.com/patent/US8920739B2
